,dataContent,dataSid,dataTitle,parkAddr,parkArea,parkFact1,parkFact2,parkFact3,parkFact4,parkFact5,parkGubun,parkLoadAddr,parkLocation,parkNo,parkNoticeday,parkOrgnm,parkRegdate,parkSido,parkTel,parkZip,posx,posy
203, ,46,풍남, ,191.0, , , , , ,소공원,전북특별자치도 전주시 완산구 효자동 1가 655, ,45111-00046,2008-03-04,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1519846,35.822165
204, ,45,가락구역, ,219.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서완산동1가 574-3, ,45111-00045,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1383656, 
205, ,44,가락구역, ,75.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서완산동1가 525-6, ,45111-00044,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1385021,35.8127361
206, ,43,강당재, ,125.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서완산동 2가 79-24, ,45111-00043,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1338864015,35.810825937
207, ,42,재뜸공원, ,2292.0,조합놀이대, , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 988, ,45111-00042,1987-04-30,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.123354,35.8267879
208, ,41,선수촌공원, ,7818.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 965-4, ,45111-00041,1992-05-30,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1191793,35.8347051
209, ,40,서부공원, ,6960.0,"야외무대,조합놀이대", , ,"게이트볼구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 962-5, ,45111-00040,1994-09-16,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.113067,35.8342401
210, ,39,서일공원, ,10674.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 서신동 960-3, ,45111-00039,2008-03-04,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1158846,35.8365691
211, ,38,고사평서 공원, ,1668.0,"시소,그네", , ,"농구대,배드민턴장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 944-1, ,45111-00038,1994-09-16,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1086379,35.8360794
212, ,37,서여울길공원, ,1548.0,"조합놀이대,시소,그네", , ,"배구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 929-2, ,45111-00037,1994-09-16,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1111833,35.8361108
213, ,36,명당골공원, ,1622.0,"조합놀이대,시소,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 887-8, ,45111-00036,1994-09-16,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1192304,35.8261764
214, ,35,바구멀, ,314.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서신동 8-4, ,45111-00035,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1252804,35.8283414
215, ,34,용두길공원, ,2802.0,"조합놀이대,시소,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 844, ,45111-00034,1992-05-30,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1134503,35.8271425
216, ,33,전룡공원, ,3426.0,"조합놀이대,시소", , ,운동기구,"화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 834, ,45111-00033,1983-07-26,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1169144,35.8278431
217, ,32,서신길공원,전북특별자치도 전주시 완산구 당산로 56,11473.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 서신동 795, ,45111-00032,2008-03-04,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1144504248,35.8315915774
218, ,31,도내기샘공원, ,11207.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 서신동 794, ,45111-00031,2008-03-04,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1164076,35.8316248
219, ,30,안터공원, ,5574.0,조합놀이대, , ,운동기구,"화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 787-1, ,45111-00030,1993-07-23,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1195215,35.8310843
220, ,29,고사평 동 공원, ,1907.0,조합놀이대, , ,"축구장,농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서신동 1018, ,45111-00029,1993-07-23,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1088658,35.8380711
221, ,28,흑석골, ,1689.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서서학동 986-6, ,45111-00028,2010-03-05,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1494195,35.7976637
222, ,27,장승백이, ,321.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서서학동 산27-2, ,45111-00027,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1451674,35.8019409
223, ,26,불무 1, ,478.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서서학동 369-3, ,45111-00026,2010-03-05,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1466813246,35.8042163
224, ,25,재실구역, ,4719.0,"조합놀이대,시소", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 서서학동 358-14, ,45111-00025,1994-09-16,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1482498,35.8021494
225, ,24,불무 2, ,257.0, , , , , ,소공원,전북특별자치도 전주시 완산구 서서학동 102-2, ,45111-00024,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1465562,35.8048088
226, ,23,삼천공원, ,1289691.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 삼천동2가 산 82-1, ,45111-00023,2008-03-04,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0935428,35.7847381
227, ,22,효천공원, ,1758.0,조합놀이대, , , , ,어린이공원,전북특별자치도 전주시 완산구 삼천동2가 78-3, ,45111-00022,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1049515,35.7954049
228, ,21,함대공원, ,2078.0,"조합놀이대,시소,미끄럼틀", , , , ,어린이공원,전북특별자치도 전주시 완산구 삼천동2가 43, ,45111-00021,2012-12-21,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1070337,35.7947967
229, ,20,삼천주공공원, ,1500.0, , , , , ,어린이공원,전북특별자치도 전주시 완산구 삼천동1가 765-1, ,45111-00020,2012-12-21,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1113363,35.794779
230, ,19,신안행로공원, ,1690.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 750-3, ,45111-00019,1996-12-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1315591,35.799774
231, ,18,안행구획제1공원, ,1556.0,"조합놀이대,시소,미끄럼틀", , ,"배드민턴장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 739, ,45111-00018,1992-11-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1293304,35.8019499
232, ,17,곰솔나무길공원, ,1759.0, , , , ,벤치,문화공원,전북특별자치도 전주시 완산구 삼천동1가 732-5, ,45111-00017,1992-11-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.128379,35.8003179
233, ,16,강변공원, ,9927.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 삼천동1가 724-1, ,45111-00016,1993-08-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1108026,35.7992915
234, ,15,거마공원, ,20187.0, , , ,"족구장,핸드볼장,농구대,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 삼천동1가 707, ,45111-00015,1994-09-16,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1226567,35.7984286
235, ,14,모퉁이공원, ,2098.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 672-1, ,45111-00014,1992-11-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1181687,35.7936774
236, ,13,그린공원,전북특별자치도 전주시 완산구 거마남로 41,11335.0, , ,수경설비,"게이트볼구장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 삼천동1가 659, ,45111-00013,1992-05-08,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1214675,35.7949210465
237, ,12,세내공원,전북특별자치도 전주시 완산구 거마산3길 10,4068.0,"조합놀이대,그네", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 636, ,45111-00012,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.124643,35.7960636
238, ,11,약수공원,전북특별자치도 전주시 완산구 상거마4길 15,2099.0,"시소,그네", , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 615-4, ,45111-00011,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1211804,35.79702585
239, ,10,송정공원, ,1570.0,"조합놀이대,시소,그네", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 609, ,45111-00010,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.117393,35.7978989
240, ,9,상산공원, ,1658.0,"시소,그네", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 삼천동1가 577, ,45111-00009,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1198769,35.8006886
241, ,8,완산공원, ,650887.0,"조합놀이대,시소", , ,"배드민턴장,농구대,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 동완산동 산 121-1, ,45111-00008,1992-05-08,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1417695307,35.8096823912
242, ,7,원각사, ,238.0, , , , , ,소공원,전북특별자치도 전주시 완산구 동완산동 272-1, ,45111-00007,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1428994363,35.8114164322
243, ,6,산성공원, ,1630490.0, , , ,운동기구,"정자,화장실,벤치",역사공원,전북특별자치도 전주시 완산구 동서학동 산 157, ,45111-00006,1966-02-10,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1602416,35.7953531
244, ,5,산성 2, ,321.0, , , , , ,소공원,전북특별자치도 전주시 완산구 동서학동 860-2, ,45111-00005,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1571844,35.8078617
245, ,4,산성 1, ,210.0, , , , , ,소공원,전북특별자치도 전주시 완산구 동서학동 847-4, ,45111-00004,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1596261,35.8068432
246, ,3,학봉, ,674.0, , , , , ,소공원,전북특별자치도 전주시 완산구 동서학동 314-1, ,45111-00003,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1525704,35.8042205
247, ,2,추심정 1, ,180.0, , , , , ,소공원,전북특별자치도 전주시 완산구 남노송동 156-35, ,45111-00002,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1548863652,35.8188266
248, ,1,추심정 2, ,244.0, , , , , ,소공원,전북특별자치도 전주시 완산구 남노송동 102-13, ,45111-00001,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1549494,35.8183021
